SeniorCitizen,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Total_Services,Is_Solo,Is_Auto_Pay,Short_Contract,Charge_Spike
0,1,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,90.85,90.85,1,2,0,0,1,0.09075924075922615
0,1,Fiber optic,No,No,No,No,No,No,No,Mailed check,69.4,69.4,1,0,1,0,1,0.06933066933066812
1,8,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),94.45,742.95,1,3,1,1,1,1.5928571428571274
0,13,No,No,No,No,No,No,No,Yes,Electronic check,20.4,251.65,0,0,1,0,1,1.0437966310283784
0,59,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,94.75,5597.65,0,3,0,0,1,-0.12381569803901016
0,1,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.15,20.15,1,0,0,1,1,0.020129870129867555
1,50,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.7,4816.7,1,2,1,0,1,-0.6320733585328213
0,18,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.35,768.05,0,0,0,1,1,1.6829259485584203
0,17,DSL,Yes,Yes,No,No,Yes,Yes,No,Mailed check,74.55,1215.8,0,4,0,0,1,3.0365596141403444
0,47,DSL,No,Yes,Yes,No,Yes,Yes,No,Electronic check,73.6,3522.65,0,4,0,0,0,-1.3484053530776094
0,26,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),74.95,1834.95,1,0,1,1,1,4.377714318680049
0,6,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,47.95,305.1,1,3,1,0,1,-2.891526412264618
0,19,DSL,No,No,No,No,No,No,No,Credit card (automatic),50.1,910.45,0,0,0,1,1,2.1841008367980663
0,3,DSL,No,No,No,Yes,Yes,No,Yes,Electronic check,63.6,155.65,1,2,1,0,1,11.733955348217258
1,68,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,53.0,3656.25,0,4,0,0,0,-0.7675916530639242
0,2,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.85,52.0,0,0,0,1,1,-6.137006496751624
0,7,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),24.35,150.85,0,0,1,1,0,2.803078131695475
0,18,No,No,No,No,No,No,No,Yes,Mailed check,19.55,389.25,0,0,1,0,1,-2.0737986778512294
0,71,No,No,No,No,No,No,No,No,Credit card (automatic),25.05,1873.7,0,0,0,1,0,-1.339769158180868
1,13,Fiber optic,Yes,Yes,No,No,No,Yes,No,Credit card (automatic),93.8,1261.0,0,3,0,1,1,-3.1925390354588217
0,3,DSL,No,Yes,No,Yes,No,No,Yes,Mailed check,36.85,108.7,1,2,1,0,1,0.6287404198600441
0,72,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),103.75,7346.2,0,4,0,1,0,1.7208615158122882
0,66,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),56.75,3708.4,0,4,0,1,0,0.5629725307192359
0,24,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.8,469.65,0,0,0,1,0,1.2320653306112277
0,1,DSL,No,No,No,No,No,No,Yes,Electronic check,44.1,44.1,1,0,1,0,1,0.044055944055941154
0,56,No,No,No,No,No,No,No,Yes,Mailed check,24.45,1385.85,0,0,0,0,0,-0.2968795200085701
1,22,No,No,No,No,No,No,No,No,Bank transfer (automatic),25.6,548.8,0,0,0,1,0,0.6556792873051265
0,14,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,50.75,712.75,1,3,1,0,1,-0.15707806585243844
1,61,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),104.4,6405.0,1,4,0,1,0,-0.5982787167423425
1,40,DSL,No,Yes,No,No,Yes,No,Yes,Electronic check,39.3,1637.4,1,2,0,0,1,-1.6339766505837403
0,42,DSL,Yes,Yes,Yes,No,No,No,No,Bank transfer (automatic),59.65,2536.55,0,3,1,1,1,-0.7426096997690621
0,72,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),83.3,6042.7,0,5,0,1,0,-0.625223260788033
0,12,Fiber optic,No,No,No,Yes,No,No,Yes,Credit card (automatic),79.55,958.25,0,1,1,1,1,-0.29751270727440726
0,71,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.45,1730.65,0,0,0,1,0,0.07499119730708159
0,26,No,No,No,No,No,No,No,No,Mailed check,19.2,459.6,0,0,0,0,0,1.5237567785854367
0,7,DSL,Yes,No,No,No,No,No,No,Mailed check,29.8,201.95,0,1,0,0,1,0.9541208398800194
0,6,DSL,No,No,No,No,No,No,No,Mailed check,45.5,285.2,0,0,0,0,1,-2.0254124312614508
0,58,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.45,6145.85,1,5,1,0,0,0.488895881105492
0,51,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),30.05,1529.45,0,1,0,1,1,0.06137232603282072
0,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),65.65,4664.5,0,6,0,1,0,0.8661775530895568
0,18,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Electronic check,96.05,1740.7,1,3,1,0,1,-0.6501833231487097
0,7,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),75.1,552.95,1,0,1,1,1,-3.8815740608484646
0,47,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,74.05,3496.3,0,4,1,0,0,-0.33777898342589197
1,2,DSL,No,No,No,No,No,No,Yes,Electronic check,44.7,93.7,1,0,1,0,1,-2.126586706646677
1,62,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),110.75,7053.35,0,5,1,1,0,-3.0118748084708358
0,16,No,No,No,No,No,No,No,No,Mailed check,19.7,301.55,0,0,0,0,0,0.8543028560714951
0,6,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),49.5,312.7,0,1,1,1,1,-2.607982002999492
0,19,DSL,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),55.0,1046.5,1,2,1,1,1,-0.07604862901952458
0,69,DSL,Yes,No,Yes,No,No,Yes,Yes,Credit card (automatic),43.95,2960.1,0,3,0,1,0,1.0506217301198575
0,11,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.35,834.2,1,0,0,0,1,-1.479470048177447
0,64,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.15,6953.4,0,5,0,0,1,2.504822580897198
0,39,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),104.7,4134.85,1,5,0,1,0,-1.3190764339376102
0,15,DSL,Yes,No,No,No,No,No,Yes,Mailed check,55.7,899.8,1,1,1,0,1,-4.282667822145186
0,25,No,No,No,No,No,No,No,No,Mailed check,20.6,541.5,0,0,1,0,1,-1.0591336346546107
0,6,No,No,No,No,No,No,No,No,Credit card (automatic),19.65,116.85,0,0,1,1,0,0.1782452924512583
0,66,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),115.8,7942.15,0,6,0,1,0,-4.533782821472386
0,61,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),88.65,5321.25,0,5,1,1,0,1.4178234783036316
1,43,Fiber optic,Yes,Yes,No,No,Yes,No,Yes,Electronic check,94.5,4156.8,0,3,0,0,1,-2.167519360014893
0,12,No,No,No,No,No,No,No,No,Mailed check,20.1,223.6,0,0,1,0,1,1.4682193150570804
1,23,DSL,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),34.65,768.45,0,1,1,1,1,1.240583018129648
1,71,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),52.3,3765.05,0,4,0,1,1,-0.7281263644174061
0,34,DSL,No,No,No,Yes,Yes,No,No,Mailed check,65.0,2157.5,0,2,1,0,1,1.545983941648771
0,5,No,No,No,No,No,No,No,No,Credit card (automatic),19.85,108.05,1,0,1,1,1,-1.75567886422715
0,41,DSL,No,Yes,No,Yes,No,No,No,Mailed check,35.45,1391.65,0,2,0,0,0,1.5081449232945516
0,72,No,No,No,No,No,No,No,No,Credit card (automatic),19.7,1379.8,0,0,0,1,0,0.5363772725378837
1,14,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.6,1273.3,0,2,1,0,1,4.656495964573949
0,41,No,No,No,No,No,No,No,Yes,Mailed check,19.85,810.45,0,0,1,0,0,0.08340894124533449
0,23,Fiber optic,Yes,No,No,No,No,No,No,Credit card (automatic),81.85,1810.85,0,1,0,1,0,3.120814312421203
0,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),109.3,7782.85,0,6,0,1,0,-0.3160617456092183
0,1,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.3,70.3,1,0,1,0,1,0.07022977022975851
0,72,No,No,No,No,No,No,No,No,Mailed check,25.4,1797.1,0,0,0,0,0,0.4406244357717277
0,6,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.8,377.85,0,0,0,0,1,6.835494084319279
0,23,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.0,445.3,0,0,0,1,0,0.6399721751228213
1,10,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,85.55,851.75,1,1,0,0,1,0.38351664833515997
0,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,109.9,7624.2,0,6,1,0,0,4.009804030499595
0,7,DSL,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),50.3,355.1,0,1,0,1,1,-0.42132552492501674
0,6,Fiber optic,No,No,Yes,No,Yes,Yes,No,Mailed check,94.5,575.45,1,3,0,0,1,-1.3923512747875435
0,9,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,101.5,906.85,0,4,0,0,1,0.7500833240750922
0,12,Fiber optic,No,Yes,No,No,No,Yes,Yes,Electronic check,89.15,1057.55,0,2,1,0,1,1.0281768185984532
0,1,No,No,No,No,No,No,No,Yes,Mailed check,19.4,19.4,0,0,1,0,1,0.019380619380616082
1,48,DSL,No,Yes,No,No,No,No,No,Bank transfer (automatic),29.9,1388.75,0,1,0,1,0,0.9683110768525616
0,20,Fiber optic,No,No,No,No,Yes,No,No,Electronic check,78.8,1641.3,0,1,1,0,1,-3.2608969551522335
1,16,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),85.35,1375.15,1,1,0,1,1,-0.5915036560215015
0,2,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,79.65,152.7,1,1,1,0,1,3.338155922038993
0,10,No,No,No,No,No,No,No,Yes,Mailed check,19.3,185.2,0,0,1,0,0,0.7818518148185198
1,2,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.6,195.05,1,1,1,0,1,-17.876261869065488
0,20,Fiber optic,No,Yes,No,Yes,Yes,No,No,Mailed check,96.8,1826.7,0,3,0,0,1,5.4695665216739116
0,20,No,No,No,No,No,No,No,No,Mailed check,20.65,417.5,0,0,0,0,0,-0.2239563021848916
0,19,No,No,No,No,No,No,No,No,Mailed check,19.8,344.5,0,0,0,0,0,1.6693752960370531
1,19,Fiber optic,Yes,No,No,No,Yes,No,Yes,Electronic check,90.6,1660.0,1,2,1,0,1,3.2361770433135035
0,22,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,104.6,2180.55,0,5,0,0,1,5.488595972910318
0,35,Fiber optic,No,No,No,Yes,No,No,No,Credit card (automatic),80.05,2835.9,0,1,1,1,1,-0.9733993314476805
0,1,DSL,No,No,No,No,No,No,No,Mailed check,45.15,45.15,0,0,1,0,1,0.045104895104891796
0,39,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),73.15,2730.85,0,0,1,1,1,3.1300005128073707
1,54,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,99.1,5437.1,0,4,0,0,0,-1.585172496805626
0,1,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),20.2,20.2,1,0,1,1,1,0.020179820179816232
0,66,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),106.05,6981.35,1,4,0,1,0,0.27357237011560187
0,56,Fiber optic,Yes,No,No,Yes,Yes,Yes,Yes,Mailed check,105.35,5794.45,0,4,1,0,1,1.8795262584596628
0,18,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),45.65,747.2,0,0,0,1,1,4.141194933614798
0,16,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),79.95,1267.95,0,1,0,1,1,0.7080776201487424
0,68,DSL,Yes,No,Yes,No,No,No,Yes,Credit card (automatic),54.45,3674.95,0,2,1,1,0,0.40741239099425997
1,53,No,No,No,No,No,No,No,No,Credit card (automatic),25.1,1275.6,0,0,0,1,0,1.0325295749136814
0,72,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),84.7,5893.9,0,5,0,1,0,2.841414702573587
0,9,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.85,724.65,0,0,1,0,1,-4.657721364292868
0,30,DSL,Yes,No,No,No,No,No,Yes,Mailed check,48.8,1536.75,0,1,1,0,1,-2.4232925569147667
0,36,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.15,3615.6,1,3,1,0,1,-1.2805435960112135
0,18,DSL,No,No,Yes,Yes,No,No,Yes,Electronic check,35.2,607.3,0,2,1,0,1,1.4629853897005773
1,55,DSL,Yes,No,Yes,Yes,Yes,No,No,Electronic check,76.25,4154.55,0,4,0,0,0,0.7141006527154019
0,39,DSL,Yes,No,Yes,No,Yes,Yes,No,Electronic check,55.9,2184.35,1,4,0,0,1,-0.1075382682495345
0,21,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,82.35,1852.85,1,1,1,0,1,-5.876751107090129
0,2,DSL,No,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),40.4,77.15,1,3,1,1,1,1.8442778610694575
1,33,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),24.9,847.8,0,0,1,1,0,-0.7901306021029697
0,44,DSL,No,Yes,Yes,No,Yes,Yes,No,Bank transfer (automatic),54.3,2390.45,0,4,0,1,0,-0.027174382400403374
0,30,DSL,Yes,No,No,Yes,No,Yes,No,Bank transfer (automatic),66.3,1923.5,0,3,0,1,1,2.185470484317193
0,71,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),20.9,1493.2,0,0,0,1,0,-0.13068970859565354
0,4,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.35,338.1,1,0,1,0,1,-9.153874031492137
0,35,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,85.15,3030.6,1,2,0,0,0,-1.4360975400702785
0,1,Fiber optic,No,No,Yes,No,No,No,No,Credit card (automatic),75.35,75.35,0,1,0,1,1,0.07527472527470991
1,23,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.45,2184.85,0,4,0,0,1,9.46065171079519
0,22,DSL,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),49.45,1031.4,0,3,0,1,0,2.570312713058499
0,49,No,No,No,No,No,No,No,No,Credit card (automatic),19.45,921.3,0,0,0,1,0,0.6483428909614091
0,42,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,92.15,3875.4,0,3,0,0,1,-0.11923168495988534
0,33,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,93.8,3124.5,1,3,0,0,0,-0.8789491227538662
0,7,No,No,No,No,No,No,No,No,Mailed check,19.85,144.15,0,0,0,0,0,-0.73991572632481
0,67,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),100.25,6689.0,0,4,0,1,0,0.4156691691168817
0,15,Fiber optic,No,Yes,No,Yes,No,Yes,No,Electronic check,95.7,1451.1,0,3,1,0,1,-1.0335510965935555
0,67,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,93.15,6368.2,0,3,0,0,0,-1.8963425919016004
0,53,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Mailed check,69.7,3729.6,0,4,0,0,0,-0.6684836135167274
0,21,No,No,No,No,No,No,No,No,Mailed check,19.8,350.1,0,0,0,0,0,3.129365268320555
0,40,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Mailed check,71.35,2847.2,0,4,0,0,1,0.17177945551360096
0,22,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.75,452.35,0,0,0,1,0,0.18957092859415425
0,39,DSL,No,No,No,Yes,No,Yes,Yes,Electronic check,40.6,1494.5,0,2,1,0,1,2.2804697315453453
0,45,No,No,No,No,No,No,No,Yes,Electronic check,20.4,930.45,1,0,1,0,0,-0.27620719539565997
0,2,No,No,No,No,No,No,No,No,Mailed check,20.35,41.85,0,0,0,0,1,-0.5645427286356828
0,57,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.75,1272.05,0,0,0,1,0,-2.5662751530674903
0,8,DSL,No,No,No,No,Yes,No,Yes,Electronic check,54.4,475.1,0,1,0,0,1,-4.980077490313718
1,7,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),94.7,673.1,1,3,0,1,1,-1.4434080845593513
0,6,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),30.5,208.7,1,1,1,1,1,-4.277537077153802
0,7,No,No,No,No,No,No,No,No,Mailed check,20.45,150.75,0,0,0,0,1,-1.0826381945436374
0,49,DSL,No,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),66.15,3199.0,0,2,1,1,0,0.8656180486112532
0,65,Fiber optic,Yes,Yes,No,Yes,No,No,Yes,Electronic check,89.85,5844.65,0,3,1,0,0,-0.06630897986184436
0,55,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),45.05,2462.6,0,0,1,1,0,0.27626861329793684
0,71,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),86.85,6263.8,0,6,0,1,0,-1.3712926578498923
0,35,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Mailed check,96.75,3403.4,0,4,1,0,1,-0.4872217936630534
1,3,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,77.0,237.75,1,0,1,0,1,-2.2235921359546893
0,11,No,No,No,No,No,No,No,No,Credit card (automatic),20.1,221.35,1,0,0,1,1,-0.020898100172711764
0,1,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,75.3,75.3,1,1,1,0,1,0.07522477522476834
0,17,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),106.65,1672.1,0,5,1,1,1,8.296961943415113
0,72,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),110.15,7881.2,0,5,0,1,0,0.69040916098389
0,28,Fiber optic,Yes,No,No,No,No,Yes,Yes,Bank transfer (automatic),82.85,2320.8,0,2,0,1,0,-0.03275418735046287
0,18,No,No,No,No,No,No,No,No,Mailed check,20.1,370.5,0,0,0,0,0,-0.4821898783400904
1,40,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card (automatic),99.2,4062.2,1,4,0,1,0,-2.3524611884702864
0,52,DSL,No,No,Yes,No,No,Yes,Yes,Electronic check,59.45,3043.7,0,2,1,0,1,0.9184332993596342
0,47,DSL,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),58.6,2723.4,0,2,0,1,1,0.6565519882555648
0,23,DSL,No,No,Yes,No,No,No,No,Credit card (automatic),49.7,1081.25,0,1,1,1,1,2.6911742967697094
0,66,DSL,Yes,Yes,Yes,Yes,No,No,No,Mailed check,65.85,4097.05,0,4,0,0,0,3.7744253874941265
0,8,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,73.5,632.2,0,0,1,0,1,-5.515123109611309
1,47,Fiber optic,Yes,No,No,No,No,Yes,No,Mailed check,85.5,4042.3,1,2,1,0,1,-0.5045530946150194
0,7,No,No,No,No,No,No,No,No,Mailed check,20.05,164.85,1,0,1,0,1,-3.496636194829307
0,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),113.65,8166.8,0,6,0,1,0,-1.37373206011182
1,50,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,83.4,4113.7,0,2,1,0,1,1.1276454470910693
0,46,DSL,Yes,Yes,Yes,Yes,No,No,No,Mailed check,65.65,3047.15,0,4,0,0,0,-0.5909512836677493
0,1,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.4,70.4,1,0,1,0,1,0.07032967032965587
0,66,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),61.35,4193.4,0,5,1,1,0,-2.185400978773039
0,42,Fiber optic,No,No,Yes,Yes,No,No,Yes,Credit card (automatic),85.9,3729.75,0,2,0,1,1,-2.901457108164095
0,5,Fiber optic,No,No,No,Yes,No,No,Yes,Mailed check,75.65,399.45,0,1,1,0,1,-4.224025194961001
0,7,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.75,331.3,1,1,0,0,0,2.428188830167123
0,29,DSL,No,Yes,Yes,No,No,Yes,No,Credit card (automatic),70.9,1964.6,0,3,1,1,0,3.1575083617806428
0,27,DSL,No,Yes,No,No,No,No,No,Mailed check,49.85,1336.15,0,1,0,0,1,0.36479574830561745
1,15,Fiber optic,No,Yes,No,No,No,No,Yes,Credit card (automatic),75.3,1147.45,1,1,1,1,1,-1.1915672288514116
0,25,No,No,No,No,No,No,No,No,Mailed check,20.1,486.05,0,0,0,0,0,0.6587776488940449
0,11,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.0,1078.9,1,2,0,0,1,-4.072902463412433
0,57,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,103.05,5925.75,0,5,0,0,1,-0.9087024789038907
0,67,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),118.35,7804.15,1,6,1,1,0,1.871887733018923
1,47,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,99.7,4747.2,0,3,0,0,1,-1.3021063381630142
0,13,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,81.9,1028.9,0,1,1,0,1,2.7599338512422094
0,8,DSL,Yes,No,No,No,No,No,Yes,Electronic check,30.45,226.45,1,1,1,0,1,2.1472878390201195
0,44,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,96.1,4364.1,1,2,0,0,1,-3.0818367764369157
0,71,DSL,Yes,No,No,No,Yes,No,Yes,Electronic check,66.2,4692.55,0,2,0,0,0,0.10867734257264772
1,24,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.25,2433.9,1,4,0,0,1,2.841725344777302
1,15,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,80.2,1217.25,1,1,1,0,1,-0.9445903606426214
0,1,No,No,No,No,No,No,No,No,Electronic check,19.75,19.75,0,0,1,0,1,0.01973026973026748
1,2,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,72.6,154.3,0,0,1,0,1,-4.511444277861088
1,55,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,116.5,6382.55,0,6,1,0,1,0.4557462591589143
1,71,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,106.8,7623.2,0,4,1,0,0,-0.5675018661708862
0,50,No,No,No,No,No,No,No,No,Mailed check,24.95,1261.45,0,0,0,0,0,-0.2784954300914002
0,1,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.25,89.25,0,2,1,0,1,0.08916083916082584
0,5,No,No,No,No,No,No,No,Yes,Mailed check,19.25,86.05,0,0,1,0,1,2.0434413117376558
0,66,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),104.55,6779.05,0,5,1,1,0,1.8386774442811458
0,49,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,87.2,4345.0,0,6,0,0,0,-1.4716597620456753
1,3,DSL,No,Yes,No,No,No,No,Yes,Electronic check,30.75,82.85,0,1,0,0,1,3.142535821392869
0,66,No,No,No,No,No,No,No,Yes,Credit card (automatic),25.7,1714.55,0,0,0,1,0,-0.27763670247420436
0,11,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,86.2,893.2,0,1,0,0,1,5.007381147168431
0,28,DSL,No,No,No,Yes,No,No,Yes,Credit card (automatic),30.1,810.85,0,1,1,1,1,1.1421056390843205
0,65,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Electronic check,99.35,6347.55,0,4,0,0,0,1.696886970969672
0,62,No,No,No,No,No,No,No,Yes,Credit card (automatic),19.2,1123.65,0,0,1,1,0,1.0769052112062667
0,2,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.1,43.15,0,0,0,1,1,-1.4642178910544708
0,2,No,No,No,No,No,No,No,No,Credit card (automatic),20.35,35.1,0,0,1,1,1,2.808770614692655
0,55,No,No,No,No,No,No,No,Yes,Credit card (automatic),25.65,1388.0,0,0,0,1,0,0.4140951982691199
1,41,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.55,3851.45,0,3,0,0,1,0.6144862320431201
0,17,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,104.2,1743.5,1,4,0,0,1,1.6472089877066196
0,30,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),94.4,2638.1,0,3,1,1,0,6.466264457851423
0,17,DSL,Yes,Yes,No,No,No,No,No,Mailed check,56.1,946.95,0,2,1,0,0,0.4003352743956299
0,16,DSL,Yes,Yes,No,Yes,No,Yes,No,Bank transfer (automatic),68.25,1114.85,0,4,0,1,0,-1.4237703893506506
0,72,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.75,1777.6,0,0,1,1,0,0.0614540075832295
0,9,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.25,684.85,0,0,1,0,1,0.16400955449394417
0,1,Fiber optic,No,Yes,No,No,No,No,No,Electronic check,74.35,74.35,0,1,1,0,1,0.07427572427572215
0,23,DSL,No,Yes,No,Yes,No,No,No,Electronic check,54.15,1312.45,0,2,0,0,1,-2.910562584235471
0,8,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.45,159.2,0,0,0,1,1,-0.4475128108986368
0,19,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,34.95,610.2,0,2,0,0,1,2.835900742066208
0,7,DSL,Yes,No,No,No,No,No,Yes,Electronic check,53.65,404.35,0,1,1,0,1,-4.10603485216398
1,1,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.65,69.65,1,0,1,0,1,0.0695804195804186
0,61,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Electronic check,104.0,6363.45,0,4,1,0,0,-0.31714234192882884
0,57,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),70.35,4124.65,0,4,0,1,0,-2.0110112103296416
0,9,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.8,713.1,1,1,1,0,1,1.5754693922897332
0,15,DSL,Yes,No,Yes,No,No,Yes,No,Mailed check,64.85,950.75,0,3,0,0,0,1.4708919405372924
0,1,No,No,No,No,No,No,No,No,Mailed check,19.65,19.65,0,0,1,0,1,0.019630369630366573
0,12,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),45.9,505.95,0,0,0,1,1,3.741013248895925
0,54,No,No,No,No,No,No,No,No,Mailed check,20.0,1149.65,0,0,1,0,0,-1.2894205662858127
